year,employer_class,unit,price_basis,accounting_basis,legal_employer_rate_total,legal_due,recorded_cga_employer_revenue,timing_adjustments,arrears_corrections,base_definition_adjustment,perimeter_adjustment,legal_compliance_gap,economic_benchmark_rate_total,economic_benchmark_due,economic_benchmark_gap,source_ids,legal_rate_basis,economic_benchmark_basis,missing_inputs,claim_permitted,status,notes
1990,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1990,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1991,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1991,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1991,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1991,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1992,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1992,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1992,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1992,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1993,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1993,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1993,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1993,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1994,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1994,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1994,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1994,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1995,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1995,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1995,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1995,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1996,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1996,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1996,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1996,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1997,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1997,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1997,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1997,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1998,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1998,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1998,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1998,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1999,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1999,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1999,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
1999,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2000,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2000,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2000,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2000,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2001,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2001,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2001,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2001,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2002,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2002,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2002,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2002,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2003,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2003,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2003,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2003,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
2004,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,,,,,,,,,,,,DGO_CGE_ARCHIVE,blocked_missing_primary_law_rate_history,not_applicable_until_legal_rate_bounded,legal_employer_rate_total;employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_legal_payroll_and_revenue_data,Legal compliance gap and economic benchmark gap cannot be computed; economic benchmark is not a legal debt.
